Pregunta,respuesta
¿Cómo puede el Big Data potenciar la detección y el combate a la desinformación?,"El Big Data puede potenciar la detección y el combate a la desinformación de varias maneras. Primero, se menciona que el Big Data es una tecnología que surge del uso de organizaciones e instituciones para contrarrestar la desinformación y el efecto posverdad (Fragmento 2). Esto sugiere que el Big Data puede ser utilizado para identificar y analizar patrones de desinformación en la red.

Además, se menciona que el Big Data es una tecnología que permite capturar, gestionar y procesar conjuntos de datos que superan la capacidad del software habitual (Fragmento 1). Esto sugiere que el Big Data puede ser utilizado para analizar grandes cantidades de datos y detectar patrones de desinformación que podrían ser difíciles de identificar de otra manera.

Finalmente, se menciona que el Big Data puede ser utilizado en conjunción con la inteligencia artificial para detectar y combatir la desinformación (Fragmento 3). Esto sugiere que el Big Data puede ser utilizado para proporcionar datos y patrones que la inteligencia artificial pueda analizar y utilizar para identificar y contrarrestar la desinformación.

En resumen, el Big Data puede potenciar la detección y el combate a la desinformación mediante la identificación y análisis de patrones de desinformación en la red, la capacidad de analizar grandes cantidades de datos y la utilización de la inteligencia artificial para identificar y contrarrestar la desinformación.

(Fragmento 1: Moreno Espinosa, P., Abdulsalam Alsarayreh, R. A., & Figuereo-Benitez, J. C. (2024). El Big Data y la inteligencia artificial como soluciones a la desinformacion. Doxa Comunicaci.pdf, Página: 4)
(Fragmento 2: Moreno Espinosa, P., Abdulsalam Alsarayreh, R. A., & Figuereo-Benitez, J. C. (2024). El Big Data y la inteligencia artificial como soluciones a la desinformacion. Doxa Comunicaci.pdf, Página: 9)
(Fragmento 3: Moreno Espinosa, P., Abdulsalam Alsarayreh, R. A., & Figuereo-Benitez, J. C. (2024). El Big Data y la inteligencia artificial como soluciones a la desinformacion. Doxa Comunicaci.pdf, Página: 4)"
Nombra dos iniciativas o proyectos financiados por la UE para combatir la desinformación con IA.,No hay suficiente información en los documentos proporcionados para responder a esta pregunta.
¿Por qué la alfabetización mediática es clave para abordar los desafíos que presenta la desinformación digital?,"La alfabetización mediática es clave para abordar los desafíos que presenta la desinformación digital porque se ha convertido en una habilidad esencial para el desarrollo humano en la era de la inteligencia artificial. Según Guzman-Brand y Gelvez-Garcia (2024), la alfabetización digital sirve como base para permitir un progreso inclusivo y equitativo en un mundo cada vez más digital.

Además, el desarrollo de habilidades digitales se ha convertido en un requisito previo esencial para participar en la sociedad y la economía. Esto se debe a que la gestión pública y el avance hacia un gobierno digital más eficiente y transparente dependen en gran medida de la alfabetización digital. La Universidad de Caldas también busca crear condiciones habilitantes para la docencia, la investigación y la proyección en inteligencia artificial para el servicio de la sociedad, lo que sugiere que la alfabetización digital es fundamental para abordar los desafíos que presenta la desinformación digital.

La alfabetización mediática también es importante para impulsar iniciativas de alfabetización mediática dirigidas a periodistas e informadores, jóvenes y la sociedad en su conjunto, como se menciona en el proyecto sobre la desinformación digital (Moreno Espinosa et al., 2024). Esto sugiere que la alfabetización mediática es clave para abordar los desafíos que presenta la desinformación digital y para promover un enfoque inclusivo y equitativo en la era de la inteligencia artificial.

Referencias:
Moreno Espinosa, P., Abdulsalam Alsarayreh, R. A., & Figuereo-Benitez, J. C. (2024). El Big Data y la inteligencia artificial como soluciones a la desinformacion. Doxa Comunicaci.pdf, Página: 10.
Guzman-Brand, V. A., & Gelvez-Garcia, L. E. (2024). La ética y la responsabilidad en la implementación de la inteligencia artificial revisión sistemática. Revista Ingenieria, Mat.pdf, Página: 1.
Universidad de Caldas – Consejo Superior. (2024). Acuerdo No. 33_ Por el cual se crea la Facultad de Inteligencia Artificial. Universidad de Caldas..pdf, Página: 6."
¿Cómo influye el concepto de “caja negra” en la percepción y el uso de algoritmos de inteligencia artificial en el ámbito educativo?,No hay suficiente información en los documentos proporcionados para responder a esta pregunta.
¿Cuáles son algunos riesgos o efectos negativos del solucionismo tecnológico cuando se implementa IA y Big Data en la educación?,"Según el contexto, algunos riesgos o efectos negativos del solucionismo tecnológico cuando se implementa IA y Big Data en la educación son:

El uso de Big Data en la educación actual está poco contextualizado, lo que puede llevar a efectos colaterales negativos. (Fragmento 1)

La identificación de niños y niñas en la educación a través de Big Data puede ir en contra de sus derechos digitales, lo que plantea una cuestión importante en este contexto. (Fragmento 1)

No hay suficiente información en los documentos proporcionados para responder a esta pregunta sobre otros riesgos o efectos negativos del solucionismo tecnológico."
¿Por qué los datos utilizados para entrenar algoritmos educativos pueden ser sesgados y qué impactos puede tener esto en los estudiantes?,"Según el Fragmento 3, los algoritmos educativos pueden influir directamente en las prácticas de los agentes educativos y determinar el aprendizaje del alumnado (Xavier Giro, Juana  Sancho (2022). Inteligencia Artificial en la  educacion Big data, cajas negras y solucionismo tecnologico.pdf, Página: 9).

El desarrollo de los algoritmos educativos puede incurre en sesgos cognitivos y culturales (Xavier Giro, Juana  Sancho (2022). Inteligencia Artificial en la  educacion Big data, cajas negras y solucionismo tecnologico.pdf, Página: 9). Esto sugiere que los datos utilizados para entrenar a estos algoritmos pueden ser sesgados, ya que pueden reflejar prejuicios o estereotipos de la sociedad en la que se desarrollaron.

El impacto de estos sesgos en los estudiantes puede ser significativo, ya que pueden influir en el aprendizaje y la formación de los mismos. Sin embargo, no se proporciona información específica sobre los posibles impactos en los estudiantes en los fragmentos dados."
¿Qué papel juegan las plataformas de analítica del aprendizaje y minería de datos en la personalización de la enseñanza y el seguimiento de los estudiantes?,"Según el contexto proporcionado, las plataformas de analítica del aprendizaje y minería de datos juegan un papel importante en la personalización de la enseñanza y el seguimiento de los estudiantes. 

En el Fragmento 2, se menciona que cada vez son más las voces que impulsan la introducción de modelos de análisis de aprendizaje y minería de datos en la educación (O'Neil, 2016). Esto sugiere que estas herramientas están siendo consideradas como una solución para mejorar la educación.

En el Fragmento 3, se destaca que el análisis del aprendizaje con la ayuda de la Inteligencia Artificial y la minería de datos puede proporcionar conocimientos que ayuden a personalizar el aprendizaje para cada estudiante, lo que a su vez puede mejorar su atención y compromiso con su trayectoria escolar.

En resumen, las plataformas de analítica del aprendizaje y minería de datos están siendo consideradas como una herramienta para mejorar la educación, personalizar la enseñanza y seguir el progreso de los estudiantes. (Xavier Giro, Juana  Sancho, 2022)"
¿Qué desafíos éticos y sociales emergen del uso masivo de datos y algoritmos para la vigilancia y evaluación del alumnado en contextos educativos?,"Los desafíos éticos y sociales emergen del uso masivo de datos y algoritmos para la vigilancia y evaluación del alumnado en contextos educativos. Según Xavier Giro y Juana Sancho (2022), los algoritmos educativos pueden influir directamente en las prácticas de los agentes educativos y determinar el aprendizaje del alumnado (Fragmento 2, página 9).

Además, estos algoritmos pueden desarrollar sesgos cognitivos y culturales, y cuestiones relacionadas con las capacidades de los usuarios (Fragmento 2, página 9). Esto puede tener efectos perversos, especialmente para los niños, niñas y jóvenes vulnerables, cuando se enfrentan a etiquetas como falta de motivación, déficit de atención, falta de concentración, problemas de salud, etc. (Fragmento 3).

En este sentido, es importante educar a los estudiantes sobre lo que son los algoritmos y en el impacto que pueden tener en nuestras vidas (Fragmento 1, página 12). Los investigadores educativos deben encontrar el mejor uso de las tecnologías en la educación, maximizando sus efectos en beneficio de todos los individuos y grupos sociales, y evitando sus trampas (Fragmento 1, página 12).

En resumen, el uso masivo de datos y algoritmos para la vigilancia y evaluación del alumnado en contextos educativos plantea desafíos éticos y sociales relacionados con la objetividad e imparcialidad de los algoritmos, la posibilidad de sesgos y la necesidad de educar a los estudiantes sobre el impacto de estos algoritmos en sus vidas.

Referencias:
- Xavier Giro, Juana Sancho (2022). Inteligencia Artificial en la educación Big data, cajas negras y solucionismo tecnológico."
¿Cuáles son los objetivos principales del programa de Ingeniería en Inteligencia Artificial de la Universidad de Caldas?,No hay suficiente información en los documentos proporcionados para responder a esta pregunta.
¿Qué titulaciones y modalidades ofrece el programa de Ingeniería en Inteligencia Artificial?,"No hay suficiente información en los documentos proporcionados para responder a esta pregunta.

La pregunta solicita información sobre las titulaciones y modalidades ofrecidas por el programa de Ingeniería en Inteligencia Artificial, pero en los fragmentos proporcionados no se menciona explícitamente esta información. Los fragmentos se refieren a la creación del programa y la Facultad de Inteligencia Artificial e Ingenierías, pero no proporcionan detalles sobre las titulaciones y modalidades ofrecidas."
"¿Cuáles son las áreas y componentes en los que se estructura el plan de estudios, y cuántos créditos comprende cada una?",No hay suficiente información en los documentos proporcionados para responder a esta pregunta.
Menciona tres ejemplos de asignaturas obligatorias durante los primeros semestres del programa.,No hay suficiente información en los documentos proporcionados para responder a esta pregunta.
¿Qué importancia tiene la ética en la formación de los ingenieros en inteligencia artificial en este programa?,No hay suficiente información en los documentos proporcionados para responder a esta pregunta.
¿Cómo se integra la formación en Machine Learning y Deep Learning en el currículo de la carrera?,No hay suficiente información en los documentos proporcionados para responder a esta pregunta.
¿Qué competencias y habilidades se espera que adquieran los estudiantes al finalizar el programa?,"Según el contexto proporcionado, se menciona que la inteligencia artificial (IA) se utiliza como herramienta en el aprendizaje autónomo de los estudiantes de educación superior. Se destaca la importancia del Machine Learning (ML) como una nueva forma de aprendizaje que promueve la colaboración y la autonomía del estudiante (Fragmento 1).

Además, se menciona que las tecnologías de IA tienen el potencial de personalizar el aprendizaje, fomentar la colaboración y responder a las necesidades específicas de los estudiantes (Fragmento 2). Sin embargo, no se especifica explícitamente qué competencias y habilidades se espera que adquieran los estudiantes al finalizar el programa.

No hay suficiente información en los documentos proporcionados para responder a esta pregunta."
Enumera al menos tres campos laborales o perfiles profesionales para los egresados del programa.,No hay suficiente información en los documentos proporcionados para responder a esta pregunta.
¿Qué papel cumplen los laboratorios y los semilleros de investigación dentro de la estructura académica?,No hay suficiente información en los documentos proporcionados para responder a esta pregunta.
¿Cuál es la relación del programa con la transformación digital y las necesidades del mercado laboral actual en Colombia?,"La relación del programa con la transformación digital y las necesidades del mercado laboral actual en Colombia se menciona en varios fragmentos de los documentos proporcionados.

Según el Fragmento 1, el objetivo de crear la primera Facultad de Inteligencia Artificial es ""dar creación a la primera Facultad de Inteligencia Artificial, la cual permitirá el acceso a programas de educación formal y no formal, procesos de investigación y servicios de extensión para la transformación digital y de generación de conocimiento local que permita a Colombia ser un actor relevante en la revolución digital"".

Además, el Fragmento 2 menciona que la creación de esta facultad permitirá a la Universidad ofrecer programas académicos de pregrado, posgrado y educación continuada que ""permitirá fortalecer la cultura de la transformación digital en las regiones"".

Por último, el Fragmento 3 destaca la importancia de la educación y la investigación en Inteligencia Artificial para ""capacitar a profesionales y generar conocimiento local que permita a Colombia ser un actor relevante en la revolución digital, asegurando un desarrollo sostenible y equitativo"".

En resumen, la relación del programa con la transformación digital y las necesidades del mercado laboral actual en Colombia se centra en la creación de profesionales capacitados en Inteligencia Artificial que puedan contribuir a la transformación digital y al desarrollo sostenible de Colombia.

(Documento origen: Universidad de Caldas – Consejo Superior. (2024). Acuerdo No. 33.pdf, Página: 1; Universidad de Caldas – Consejo Superior. (2024). Acuerdo No. 33_ Por el cual se crea la Facultad de Inteligencia Artificial. Universidad de Caldas..pdf, Página: 5)"
